slice_path,target,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio,whole_tumor_pixels,donor_h5_path,mask_has_margin,loaded_mask_pixels,compatible_external_base_count,tumor_area_pixels,tumor_area_fraction,bbox_y_min,bbox_y_max,bbox_x_min,bbox_x_max,bbox_height,bbox_width,bbox_area,bbox_fill_fraction,centroid_y,centroid_x,centroid_y_normalized,centroid_x_normalized,centroid_laterality,connected_component_count,largest_component_pixels,largest_component_fraction
volume_359_slice_109.h5,1,359,109,0,399,0,0.9930729166666666,399,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_359_slice_109.h5,True,399,5628,399,0.0069270833333333,67,101,145,189,35,45,1575,0.2533333333333333,89.31328320802005,166.937343358396,0.3736957456402512,0.6984826081941254,right,3,325,0.8145363408521303
volume_359_slice_110.h5,1,359,110,0,334,0,0.9942013888888888,334,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_359_slice_110.h5,True,334,5893,334,0.0057986111111111,68,101,146,188,34,43,1462,0.228454172366621,90.18562874251496,167.64071856287424,0.3773457269561295,0.7014256006814822,right,2,291,0.8712574850299402
volume_360_slice_85.h5,1,360,85,0,346,0,0.9939930555555556,346,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_85.h5,True,346,4267,346,0.0060069444444444,87,109,93,132,23,40,920,0.3760869565217391,94.02023121387283,111.44797687861272,0.3933900887609742,0.4663095266887561,midline,2,338,0.976878612716763
volume_360_slice_86.h5,1,360,86,0,404,0,0.9929861111111112,404,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_86.h5,True,404,4219,404,0.0070138888888888,87,110,92,133,24,42,1008,0.4007936507936508,94.56435643564356,111.8341584158416,0.3956667633290525,0.4679253490202577,midline,2,386,0.9554455445544554
volume_360_slice_87.h5,1,360,87,0,422,165,0.9898090277777778,587,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_87.h5,True,587,4133,587,0.0101909722222222,85,111,90,136,27,47,1269,0.462568951930654,95.778534923339,112.00170357751276,0.4007470080474435,0.4686263748013086,midline,2,542,0.9233390119250426
volume_360_slice_88.h5,1,360,88,0,449,256,0.9877604166666668,705,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_88.h5,True,705,4017,705,0.0122395833333333,83,112,85,137,30,53,1590,0.4433962264150943,96.59716312056736,111.49787234042552,0.404172230629989,0.4665182943114039,midline,2,641,0.9092198581560283
volume_360_slice_89.h5,1,360,89,0,637,340,0.9830381944444444,977,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_89.h5,True,977,3817,977,0.0169618055555555,74,113,84,139,40,56,2240,0.4361607142857143,94.60184237461615,110.73490276356192,0.3958236082619923,0.4633259529856147,midline,2,892,0.9129989764585466
volume_360_slice_90.h5,1,360,90,0,629,597,0.9787152777777778,1226,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_90.h5,True,1226,3651,1226,0.0212847222222222,73,113,74,140,41,67,2747,0.446305060065526,93.5505709624796,110.1810766721044,0.3914249831066092,0.4610086890046209,midline,3,1114,0.9086460032626428
volume_360_slice_91.h5,1,360,91,0,655,830,0.97421875,1485,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_91.h5,True,1485,3407,1485,0.02578125,71,114,73,141,44,69,3036,0.4891304347826087,93.45791245791246,109.68080808080808,0.3910372906188806,0.4589155149824606,midline,2,1462,0.9845117845117846
volume_360_slice_92.h5,1,360,92,3,837,981,0.9683854166666668,1821,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_92.h5,True,1821,3094,1821,0.0316145833333333,67,115,70,142,49,73,3577,0.5090858261112664,92.49533223503568,109.25151015925316,0.3870097583055886,0.45711928936926,midline,4,1770,0.971993410214168
volume_360_slice_93.h5,1,360,93,60,1072,1070,0.9617708333333334,2202,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_93.h5,True,2202,2436,2202,0.0382291666666666,66,116,67,143,51,77,3927,0.5607333842627961,92.32515894641236,106.7102633969119,0.3862977361774575,0.4464864577276648,left,1,2202,1.0
volume_360_slice_94.h5,1,360,94,100,1194,1121,0.9580729166666668,2415,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_94.h5,True,2415,2272,2415,0.0419270833333333,66,117,67,143,52,77,4004,0.6031468531468531,91.96894409937887,105.81407867494823,0.384807297486941,0.442736730857524,left,2,2389,0.9892339544513458
volume_360_slice_95.h5,1,360,95,118,1162,1303,0.95515625,2583,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_95.h5,True,2583,2169,2583,0.04484375,65,118,66,143,54,78,4212,0.6132478632478633,91.8741773132017,105.0538133952768,0.3844107837372456,0.4395557045827481,left,1,2583,1.0
volume_360_slice_96.h5,1,360,96,144,1218,1489,0.9505034722222222,2851,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_96.h5,True,2851,2077,2851,0.0494965277777777,62,121,66,143,60,78,4680,0.6091880341880341,91.4075762890214,105.05331462644686,0.3824584781967422,0.4395536176838781,left,1,2851,1.0
volume_360_slice_97.h5,1,360,97,195,1330,1601,0.9457291666666666,3126,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_97.h5,True,3126,2006,3126,0.0542708333333333,62,123,65,143,62,79,4898,0.6382196815026542,92.00735764555344,104.03198976327576,0.3849680236215624,0.4352802918965512,left,1,3126,1.0
volume_360_slice_98.h5,1,360,98,315,1370,1591,0.943125,3276,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_98.h5,True,3276,1958,3276,0.056875,62,123,63,143,62,81,5022,0.6523297491039427,92.1978021978022,103.87454212454212,0.3857648627523105,0.4346215151654482,left,1,3276,1.0
volume_360_slice_99.h5,1,360,99,482,1353,1490,0.9422743055555556,3325,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_99.h5,True,3325,1929,3325,0.0577256944444444,62,123,63,144,62,82,5084,0.6540125885129819,92.14345864661654,103.70766917293231,0.3855374838770566,0.4339233019787963,left,1,3325,1.0
volume_360_slice_100.h5,1,360,100,554,1300,1468,0.9423263888888888,3322,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_100.h5,True,3322,1925,3322,0.0576736111111111,62,123,63,144,62,82,5084,0.6534225019669552,91.96116797110174,103.814268512944,0.3847747613853629,0.4343693243219415,left,1,3322,1.0
volume_360_slice_101.h5,1,360,101,581,1234,1500,0.9424479166666668,3315,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_101.h5,True,3315,1915,3315,0.0575520833333333,61,122,63,144,62,82,5084,0.6520456333595595,91.86093514328807,103.59909502262444,0.3843553771685694,0.4334690168310646,left,1,3315,1.0
volume_360_slice_102.h5,1,360,102,635,1215,1481,0.9421701388888888,3331,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_102.h5,True,3331,1898,3331,0.0578298611111111,61,123,63,144,63,82,5166,0.6447928765001936,91.65265685980188,103.54908435905134,0.3834839199154889,0.4332597671926834,left,1,3331,1.0
volume_360_slice_103.h5,1,360,103,733,1192,1406,0.9421701388888888,3331,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_103.h5,True,3331,1903,3331,0.0578298611111111,61,123,63,144,63,82,5166,0.6447928765001936,91.70069048333832,103.66886820774542,0.3836848974198256,0.4337609548441231,left,1,3331,1.0
volume_360_slice_104.h5,1,360,104,781,1128,1396,0.9426215277777776,3305,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_104.h5,True,3305,1927,3305,0.0573784722222222,61,123,63,144,63,82,5166,0.6397599690282617,91.6998487140696,103.95733736762482,0.3836813753726761,0.4349679387766729,left,1,3305,1.0
volume_360_slice_105.h5,1,360,105,776,1094,1420,0.9428819444444444,3290,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_105.h5,True,3290,1924,3290,0.0571180555555555,61,123,62,144,63,83,5229,0.6291834002677377,91.79270516717324,103.74711246200609,0.3840698960969592,0.4340883366611133,left,1,3290,1.0
volume_360_slice_106.h5,1,360,106,743,980,1484,0.9443229166666668,3207,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_106.h5,True,3207,1923,3207,0.0556770833333333,61,123,62,143,63,82,5166,0.6207897793263647,91.86186467103212,103.19956345494232,0.3843592664059921,0.4317973366315578,left,1,3207,1.0
volume_360_slice_107.h5,1,360,107,697,915,1545,0.9451909722222224,3157,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_107.h5,True,3157,1937,3157,0.0548090277777777,62,123,62,142,62,81,5022,0.6286340103544404,92.0452961672474,102.98511244852708,0.385126762206056,0.4309000520858873,left,1,3157,1.0
volume_360_slice_108.h5,1,360,108,704,921,1505,0.9456597222222224,3130,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_108.h5,True,3130,1950,3130,0.0543402777777777,62,123,61,141,62,81,5022,0.6232576662684189,92.35111821086262,102.71629392971246,0.3864063523467055,0.4297752884088388,left,2,3127,0.999041533546326
volume_360_slice_109.h5,1,360,109,716,902,1473,0.9463368055555555,3091,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_109.h5,True,3091,1989,3091,0.0536631944444444,62,122,61,141,61,81,4941,0.6255818660190244,92.63539307667422,102.98091232610804,0.3875957869316913,0.4308824783519165,left,1,3091,1.0
volume_360_slice_110.h5,1,360,110,690,878,1476,0.9471527777777776,3044,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_110.h5,True,3044,2026,3044,0.0528472222222222,62,122,62,140,61,79,4819,0.6316663208134468,92.85643889618922,103.12056504599212,0.3885206648376118,0.4314667993556155,left,1,3044,1.0
volume_360_slice_111.h5,1,360,111,662,840,1434,0.9490277777777778,2936,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_111.h5,True,2936,2081,2936,0.0509722222222222,63,122,63,135,60,73,4380,0.6703196347031963,93.37942779291554,103.25136239782016,0.3907089028992281,0.4320140686101262,left,3,2934,0.9993188010899182
volume_360_slice_112.h5,1,360,112,613,872,1406,0.9498090277777778,2891,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_112.h5,True,2891,2104,2891,0.0501909722222222,64,122,63,135,59,73,4307,0.6712328767123288,93.4247665167762,103.39709443099274,0.3908986046727037,0.4326238260710993,left,1,2891,1.0
volume_360_slice_113.h5,1,360,113,599,872,1330,0.9513715277777778,2801,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_113.h5,True,2801,2164,2801,0.0486284722222222,64,122,63,135,59,73,4307,0.6503366612491294,93.54016422706177,103.75044626918958,0.3913814402805932,0.4341022856451447,left,1,2801,1.0
volume_360_slice_114.h5,1,360,114,557,949,1190,0.9531944444444445,2696,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_114.h5,True,2696,2202,2696,0.0468055555555555,65,121,63,135,57,73,4161,0.6479211727950012,93.62277448071217,103.8753709198813,0.3917270898774567,0.4346249829283736,left,1,2696,1.0
volume_360_slice_115.h5,1,360,115,463,1023,1118,0.9547916666666668,2604,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_115.h5,True,2604,2238,2604,0.0452083333333333,65,121,63,134,57,72,4104,0.6345029239766082,93.6874039938556,104.01267281105991,0.3919975062504419,0.4351994678287025,left,1,2604,1.0
volume_360_slice_116.h5,1,360,116,287,964,1192,0.9575868055555556,2443,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_116.h5,True,2443,2350,2443,0.0424131944444444,66,119,68,134,54,67,3618,0.6752349364289663,93.66230045026606,104.75071633237822,0.3918924705032052,0.4382875160350553,left,1,2443,1.0
volume_360_slice_117.h5,1,360,117,221,933,1178,0.9595138888888888,2332,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_117.h5,True,2332,2419,2332,0.0404861111111111,67,118,69,134,52,66,3432,0.6794871794871795,93.86535162950256,105.17238421955405,0.3927420570272074,0.4400518168182177,left,1,2332,1.0
volume_360_slice_118.h5,1,360,118,128,900,1155,0.9621006944444443,2183,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_118.h5,True,2183,2506,2183,0.0378993055555555,67,118,71,134,52,64,3328,0.6559495192307693,94.43426477324782,105.759047182776,0.3951224467499908,0.4425064735681004,left,1,2183,1.0
volume_360_slice_119.h5,1,360,119,80,906,1073,0.9642534722222222,2059,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_119.h5,True,2059,2561,2059,0.0357465277777777,68,117,68,134,50,67,3350,0.6146268656716418,94.73482272948031,106.01748421563866,0.3963800114204198,0.4435878000654337,left,2,2054,0.9975716367168528
volume_360_slice_120.h5,1,360,120,68,881,984,0.9664409722222222,1933,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_120.h5,True,1933,2656,1933,0.0335590277777777,69,116,72,133,48,62,2976,0.6495295698924731,94.6120020693223,106.37920331091568,0.3958661174448631,0.4451012690833291,left,2,1932,0.999482669425763
volume_360_slice_121.h5,1,360,121,44,895,855,0.9688541666666668,1794,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_121.h5,True,1794,2796,1794,0.0311458333333333,70,115,76,133,46,58,2668,0.6724137931034483,94.65496098104794,106.93255295429208,0.3960458618453888,0.4474165395577074,left,1,1794,1.0
volume_360_slice_122.h5,1,360,122,6,904,721,0.9716840277777776,1631,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_122.h5,True,1631,2912,1631,0.0283159722222222,72,113,77,133,42,57,2394,0.6812865497076024,94.95156345800125,107.2164316370325,0.3972868763933106,0.4486043164729393,left,1,1631,1.0
volume_360_slice_123.h5,1,360,123,4,943,535,0.9742708333333332,1482,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_123.h5,True,1482,3057,1482,0.0257291666666666,73,112,78,132,40,55,2200,0.6736363636363636,95.1727395411606,107.57962213225372,0.3982122993354,0.4501239419759569,midline,1,1482,1.0
volume_360_slice_124.h5,1,360,124,0,1117,243,0.9763888888888888,1360,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_124.h5,True,1360,3199,1360,0.0236111111111111,75,112,79,132,38,54,2052,0.6627680311890838,95.58529411764704,107.89485294117648,0.3999384691114939,0.4514428993354664,midline,1,1360,1.0
volume_360_slice_125.h5,1,360,125,0,1025,163,0.979375,1188,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_125.h5,True,1188,3337,1188,0.020625,78,112,80,131,35,52,1820,0.6527472527472528,96.16835016835016,107.82996632996633,0.4023780341771973,0.4511714072383528,midline,1,1188,1.0
volume_360_slice_126.h5,1,360,126,0,792,118,0.9842013888888888,910,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_126.h5,True,910,3477,910,0.0157986111111111,81,111,83,129,31,47,1457,0.6245710363761153,96.94395604395604,107.2043956043956,0.4056232470458412,0.4485539565037473,left,1,910,1.0
volume_360_slice_127.h5,1,360,127,0,635,75,0.9876736111111112,710,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_127.h5,True,710,3670,710,0.0123263888888888,83,110,86,128,28,43,1204,0.5897009966777409,97.01830985915493,107.01267605633802,0.4059343508751252,0.4477517826625022,left,1,710,1.0
volume_360_slice_128.h5,1,360,128,0,490,6,0.9913888888888888,496,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_128.h5,True,496,3968,496,0.0086111111111111,84,107,88,125,24,38,912,0.543859649122807,97.2358870967742,106.21370967741936,0.4068447158860845,0.444408827102173,left,2,490,0.9879032258064516
volume_360_slice_129.h5,1,360,129,0,322,0,0.9944097222222222,322,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_129.h5,True,322,4222,322,0.0055902777777777,87,106,92,117,20,26,520,0.6192307692307693,97.74223602484471,105.87267080745342,0.4089633306478858,0.4429818862236545,left,1,322,1.0
volume_361_slice_74.h5,1,361,74,0,350,0,0.9939236111111112,350,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_74.h5,True,350,7068,350,0.0060763888888888,122,155,149,182,34,34,1156,0.3027681660899654,142.77714285714285,164.50857142857143,0.5973939031679617,0.688320382546324,right,2,301,0.86
volume_361_slice_75.h5,1,361,75,0,578,0,0.9899652777777778,578,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_75.h5,True,578,6967,578,0.0100347222222222,121,155,146,185,35,40,1400,0.4128571428571428,140.8598615916955,166.53287197231833,0.5893718058229938,0.6967902592984031,right,1,578,1.0
volume_361_slice_76.h5,1,361,76,65,698,18,0.9864409722222224,781,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_76.h5,True,781,6903,781,0.0135590277777777,120,155,145,188,36,44,1584,0.4930555555555556,138.94750320102432,166.4110115236876,0.5813703062804365,0.6962803829442995,right,2,698,0.8937259923175416
volume_361_slice_77.h5,1,361,77,72,786,10,0.9849305555555556,868,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_77.h5,True,868,6792,868,0.0150694444444444,120,155,145,191,36,47,1692,0.5130023640661938,138.52764976958525,167.25806451612902,0.5796135973622814,0.6998245377243892,right,2,864,0.9953917050691244
volume_361_slice_78.h5,1,361,78,228,900,24,0.98,1152,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_78.h5,True,1152,6643,1152,0.02,119,155,145,193,37,49,1813,0.6354109211252068,136.37413194444446,167.78732638888889,0.5706030625290563,0.7020390225476523,right,1,1152,1.0
volume_361_slice_79.h5,1,361,79,241,958,29,0.9786805555555556,1228,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_79.h5,True,1228,6524,1228,0.0213194444444444,118,155,145,194,38,50,1900,0.6463157894736842,136.13029315960912,168.2084690553746,0.5695828165674022,0.7038011257547054,right,1,1228,1.0
volume_361_slice_80.h5,1,361,80,217,1092,27,0.9768055555555556,1336,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_80.h5,True,1336,6129,1336,0.0231944444444444,118,155,145,196,38,52,1976,0.6761133603238867,135.7050898203593,169.8323353293413,0.5678037230977376,0.7105955453110515,right,1,1336,1.0
volume_361_slice_81.h5,1,361,81,263,1153,24,0.975,1440,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_81.h5,True,1440,5882,1440,0.025,118,155,145,198,38,54,2052,0.7017543859649122,135.40347222222223,170.57986111111111,0.5665417247791725,0.7137232682473268,right,1,1440,1.0
volume_361_slice_82.h5,1,361,82,245,1202,20,0.97453125,1467,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_82.h5,True,1467,5701,1467,0.02546875,118,155,145,199,38,55,2090,0.7019138755980862,135.55623721881392,171.0620313565099,0.5671809088653302,0.7157407169728447,right,1,1467,1.0
volume_361_slice_83.h5,1,361,83,240,1252,24,0.9736805555555555,1516,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_83.h5,True,1516,5417,1516,0.0263194444444444,117,156,145,202,40,58,2320,0.653448275862069,135.56530343007915,172.1589709762533,0.5672188428036785,0.7203304224947836,right,1,1516,1.0
volume_361_slice_84.h5,1,361,84,217,1333,28,0.9726041666666668,1578,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_84.h5,True,1578,5249,1578,0.0273958333333333,117,156,145,204,40,60,2400,0.6575,135.43536121673003,172.71863117870723,0.5666751515344353,0.7226720969820386,right,1,1578,1.0
volume_361_slice_85.h5,1,361,85,300,1337,29,0.9710763888888888,1666,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_85.h5,True,1666,4930,1666,0.0289236111111111,117,157,145,205,41,61,2501,0.6661335465813675,135.55702280912365,173.78811524609844,0.5671841958540739,0.727146925715893,right,1,1666,1.0
volume_361_slice_86.h5,1,361,86,330,1405,27,0.9694097222222222,1762,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_86.h5,True,1762,4617,1762,0.0305902777777777,117,157,145,205,41,61,2501,0.7045181927229108,135.5754824063564,174.63677639046537,0.5672614326625791,0.730697809165127,right,2,1758,0.9977298524404086
volume_361_slice_87.h5,1,361,87,167,1732,7,0.9669097222222224,1906,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_87.h5,True,1906,3906,1906,0.0330902777777777,117,158,145,206,42,62,2604,0.7319508448540707,136.41080797481638,176.79328436516263,0.5707565187230811,0.7397208550843625,right,1,1906,1.0
volume_361_slice_88.h5,1,361,88,154,1812,2,0.9658333333333332,1968,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_88.h5,True,1968,3728,1968,0.0341666666666666,117,158,145,207,42,63,2646,0.7437641723356009,136.6727642276423,177.2647357723577,0.5718525699901351,0.7416934551144674,right,1,1968,1.0
volume_361_slice_89.h5,1,361,89,146,1891,5,0.9645486111111112,2042,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_89.h5,True,2042,3587,2042,0.0354513888888888,117,159,145,207,43,63,2709,0.7537836840162422,137.0543584720862,177.66503428011754,0.5734491986279757,0.7433683442682743,right,1,2042,1.0
volume_361_slice_90.h5,1,361,90,59,2021,4,0.9638194444444445,2084,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_90.h5,True,2084,3535,2084,0.0361805555555555,117,160,145,206,44,62,2728,0.7639296187683284,137.30374280230328,177.98080614203454,0.5744926477083819,0.7446895654478433,right,1,2084,1.0
volume_361_slice_91.h5,1,361,91,6,2110,4,0.9631944444444444,2120,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_91.h5,True,2120,3501,2120,0.0368055555555555,117,161,145,206,45,62,2790,0.7598566308243727,137.35943396226415,178.01556603773585,0.574725665114076,0.744835004341991,right,1,2120,1.0
volume_361_slice_92.h5,1,361,92,0,2127,0,0.9630729166666668,2127,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_92.h5,True,2127,3480,2127,0.0369270833333333,116,161,145,206,46,62,2852,0.7457924263674615,137.50775740479548,178.05312646920547,0.5753462652920314,0.7449921609590187,right,1,2127,1.0
volume_361_slice_93.h5,1,361,93,0,2136,0,0.9629166666666666,2136,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_93.h5,True,2136,3484,2136,0.0370833333333333,116,162,145,206,47,62,2914,0.733013040494166,137.50327715355806,178.02996254681648,0.5753275194709542,0.7448952407816589,right,1,2136,1.0
volume_361_slice_94.h5,1,361,94,0,2110,0,0.9633680555555556,2110,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_94.h5,True,2110,3503,2110,0.0366319444444444,116,163,145,206,48,62,2976,0.709005376344086,137.40379146919432,177.98009478672986,0.5749112613773821,0.7446865890658153,right,1,2110,1.0
volume_361_slice_95.h5,1,361,95,0,2096,0,0.9636111111111112,2096,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_95.h5,True,2096,3498,2096,0.0363888888888888,116,164,145,206,49,62,3038,0.6899275839368005,137.3759541984733,177.99570610687022,0.5747947874413109,0.7447519083969465,right,1,2096,1.0
volume_361_slice_96.h5,1,361,96,0,2070,0,0.9640625,2070,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_96.h5,True,2070,3537,2070,0.0359375,116,164,145,206,49,62,3038,0.6813693219223174,137.3608695652174,177.90821256038646,0.5747316718209933,0.7443858266124956,right,1,2070,1.0
volume_361_slice_97.h5,1,361,97,0,2030,0,0.9647569444444444,2030,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_97.h5,True,2030,3583,2030,0.0352430555555555,116,164,145,205,49,61,2989,0.6791569086651054,137.3487684729064,177.8310344827586,0.5746810396355917,0.7440629057856009,right,1,2030,1.0
volume_361_slice_98.h5,1,361,98,0,2016,0,0.965,2016,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_98.h5,True,2016,3624,2016,0.035,116,165,145,205,50,61,3050,0.6609836065573771,137.40178571428572,177.7405753968254,0.5749028690974298,0.7436844158862987,right,1,2016,1.0
volume_361_slice_99.h5,1,361,99,0,1983,0,0.9655729166666668,1983,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_99.h5,True,1983,3726,1983,0.0344270833333333,116,165,145,204,50,60,3000,0.661,137.49167927382754,177.4256177508825,0.5752789927775211,0.7423666014681276,right,1,1983,1.0
volume_361_slice_100.h5,1,361,100,0,1888,0,0.9672222222222222,1888,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_100.h5,True,1888,3809,1888,0.0327777777777777,116,165,144,203,50,60,3000,0.6293333333333333,137.60752118644066,177.32468220338984,0.5757636869725551,0.7419442770016311,right,2,1870,0.9904661016949152
volume_361_slice_101.h5,1,361,101,0,1826,0,0.9682986111111112,1826,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_101.h5,True,1826,3911,1826,0.0317013888888888,116,165,144,203,50,60,3000,0.6086666666666667,137.58105147864185,177.2420591456736,0.5756529350570789,0.7415985738312704,right,2,1818,0.9956188389923328
volume_361_slice_102.h5,1,361,102,0,1807,0,0.9686284722222224,1807,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_102.h5,True,1807,4100,1807,0.0313715277777777,116,165,144,202,50,59,2950,0.6125423728813559,137.5257332595462,176.66961815163253,0.575421478073415,0.739203423228588,right,1,1807,1.0
volume_361_slice_103.h5,1,361,103,0,1793,0,0.9688715277777776,1793,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_103.h5,True,1793,4303,1793,0.0311284722222222,116,165,144,201,50,58,2900,0.6182758620689656,137.46458449525934,175.9090909090909,0.5751656255031772,0.7360213008748574,right,1,1793,1.0
volume_361_slice_104.h5,1,361,104,0,1779,0,0.9691145833333332,1779,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_104.h5,True,1779,4477,1779,0.0308854166666666,116,164,144,201,49,58,2842,0.6259676284306827,137.41259134345137,175.406970207982,0.574948080934943,0.7339203774392552,right,1,1779,1.0
volume_361_slice_105.h5,1,361,105,0,1786,0,0.9689930555555556,1786,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_105.h5,True,1786,4735,1786,0.0310069444444444,116,163,143,201,48,59,2832,0.6306497175141242,137.52743561030235,174.5128779395297,0.5754286008799261,0.7301794056047267,right,3,1778,0.9955207166853304
volume_361_slice_106.h5,1,361,106,0,1795,0,0.9688368055555556,1795,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_106.h5,True,1795,4942,1795,0.0311631944444444,116,164,143,201,49,59,2891,0.6208924247665167,137.75598885793872,173.62785515320334,0.5763848906189905,0.7264763813941563,right,1,1795,1.0
